feature,concordance_index,concordance_index_std,p_value,fit_ok,kept,cluster_id,drop_reason
original_glcm_DifferenceVariance,0.4524442932240932,0.22051280136359586,0.03009412983510373,True,False,8.0,redundant_with_original_glszm_GrayLevelVariance
original_glcm_Id,0.5456753720788792,0.19568407128808565,0.489132368625409,True,False,5.0,redundant_with_original_glcm_InverseVariance
original_glcm_Idm,0.5536579178765048,0.18684158896057898,0.5161813128658589,True,False,5.0,redundant_with_original_glcm_InverseVariance
original_glcm_Idmn,0.5773526076021664,0.1861738861683787,0.4868111011339239,True,False,20.0,redundant_with_original_glcm_Idn
original_glcm_Idn,0.5806601852780662,0.17666479550193595,0.47414590714202487,True,False,20.0,cut_by_max_features
original_glcm_Imc1,0.3516527721672618,0.09844118618313658,0.8995794020269732,True,False,10.0,redundant_with_original_glrlm_GrayLevelNonUniformity
original_glcm_Imc2,0.35153843512240257,0.08413616147387372,0.9039377196469787,True,False,10.0,redundant_with_original_glrlm_GrayLevelNonUniformity
original_glcm_InverseVariance,0.5630069233014596,0.18635873057505462,0.509810423855616,True,False,5.0,cut_by_max_features
original_glcm_JointAverage,0.6149226742867264,0.14111684199285052,0.047720115164854526,True,False,15.0,redundant_with_original_glrlm_LongRunHighGrayLevelEmphasis
original_glcm_JointEnergy,0.5633895981484844,0.14852927018591347,0.4675510272036828,True,False,7.0,redundant_with_original_glcm_JointEntropy
original_glcm_JointEntropy,0.6087227543551913,0.16955406915180318,0.22139912071809684,True,True,7.0,kept
original_glcm_MCC,0.33283670099850615,0.06935733017897157,0.8136875790051207,True,False,4.0,cut_by_max_features
original_glcm_MaximumProbability,0.5424023431322313,0.1299444232694064,0.4684977653818554,True,False,7.0,redundant_with_original_glcm_JointEntropy
